公司全名,公司简称,公司规模,融资阶段,区域,职位名称,工作经验,学历要求,工资,职位福利
便利蜂商贸有限公司,便利蜂,2000人以上,不需要融资,闵行区,python开发,1-3年,本科,15k-25k,"技术大牛,扁平管理,人工智能,弹性工作"
上海开阖软件有限公司,开阖软件,少于15人,不需要融资,浦东新区,python开发工程师,3-5年,本科,10k-15k,中国著名erp软件品牌，国际化产品
北京旷视科技有限公司,Face++,500-2000人,C轮,江夏区,Python/Golang后端,1-3年,本科,15k-25k,"大牛多,平台大,福利好"
上海倾听信息技术有限公司,蜻蜓FM,150-500人,D轮及以上,朝阳区,Python 后端开发（北京）,1-3年,本科,18k-36k,发展前景优，工作氛围轻松
上海泛微网络科技股份有限公司,泛微,2000人以上,上市公司,闵行区,运维工程师（python方向）,1-3年,大专,7k-12k,"半年调薪,三餐福利,专业培训,上市公司"
上海烯牛信息技术有限公司,烯牛数据,50-150人,A轮,徐汇区,Python工程师,1-3年,本科,10k-15k,极速成长的创业团队
上海坤亿信息技术有限公司,坤亿科技,50-150人,不需要融资,浦东新区,Python（Tools Dev）,3-5年,本科,15k-22k,"五险一金,周末双休,绩效奖金,带薪年假"
深圳小步网络科技有限公司,小步网络,50-150人,B轮,宝安区,Python爬虫工程师,3-5年,本科,15k-30k,"大牛云集,发展空间大,弹性上班"
平安科技（深圳）有限公司,平安科技,2000人以上,不需要融资,福田区,Python开发工程师（深圳）,3-5年,本科,15k-30k,世界500强，丰厚奖金
北京旷视科技有限公司,Face++,500-2000人,C轮,海淀区,高级Python后端工程师,3-5年,本科,25k-50k,大牛多
上海彩亿信息技术有限公司,有鱼金融科技,500-2000人,不需要融资,徐汇区,运维开发（python方向）,1-3年,本科,12k-24k,"亿级平台,行业前三,准上市公司,无限发挥"
昆明俊云科技有限公司,俊云科技,50-150人,不需要融资,高新区,Python开发工程师（运维开发）,3-5年,本科,10k-15k,"扁平高效,六险一金,福利满满,丰厚年终"
成都知道创宇信息技术有限公司,知道创宇,500-2000人,C轮,高新区,Python 工程师(J10061),不限,不限,10k-15k,"弹性工作,技术氛围好"
携程计算机技术（上海）有限公司,携程,2000人以上,上市公司,长宁区,Python开发工程师,3-5年,本科,15k-25k,跟优秀的团队一起工作
湖南天河国云科技有限公司,天河国云,50-150人,天使轮,长沙县,Python软件研发工程师,3-5年,大专,8k-16k,"行业火,氛围棒,福利全,五险一金"
爱客科技（深圳）有限公司,AfterShip,50-150人,不需要融资,南山区,Python 高级后台工程师,3-5年,本科,18k-35k,"福利好,薪资高,跨国文化,氛围好"
北京字节跳动科技有限公司,字节跳动,2000人以上,C轮,海淀区,高级python研发工程师,1-3年,本科,20k-40k,"六险一金,高薪期权,弹性工作,租房补贴"
武汉小果科技有限公司,森果,50-150人,天使轮,洪山区,Python开发工程师,1-3年,本科,9k-15k,"技术大牛,团队氛围好,明星团队"
深圳爱财科技有限公司,爱财科技,15-50人,不需要融资,南山区,Python工程师,1-3年,本科,18k-30k,豪门大赏
印孚瑟斯技术（中国）有限公司,印孚瑟斯,2000人以上,上市公司,龙岗区,Python开发,3-5年,大专,10k-15k,"年终奖,双休,六险一金,地铁周边"
北京京东世纪贸易有限公司,京东集团,2000人以上,上市公司,朝阳区,Python高级工程师,3-5年,本科,25k-45k,弹性工作制
达内时代科技集团有限公司,达内集团,2000人以上,上市公司,朝阳区,Python讲师 (MJ001577),5-10年,本科,18k-30k,"五险一金,商业保险,股票期权"
阿基米德（上海）传媒有限公司,阿基米德fm,50-150人,B轮,长宁区,python高级大数据开发工程师,3-5年,本科,15k-30k,"福利好,学习机会多,补充公积金,商业保险"
北京步鼎方舟科技有限公司,微车,150-500人,C轮,海淀区,Python高级数据工程师,3-5年,本科,20k-30k,"五险一金,一日三餐,带薪年假,定期体检"
北京椒兰科技有限公司,北京椒兰科技有限公司,15-50人,不需要融资,未央区,python开发工程师,1-3年,本科,8k-15k,晋升快、薪资高、团队好
北京通力互联技术服务有限公司,通力互联,2000人以上,不需要融资,龙岗区,Python高级开发/python开发,3-5年,大专,13k-25k,"双休,高薪,福利好"
广州沃港电子科技有限公司,沃港科技,50-150人,不需要融资,番禺区,python开发工程师,3-5年,本科,15k-22k,"美国技术部,技术大牛,扁平管理,环境宽松"
北京思特奇信息技术股份有限公司,思特奇Si-tech,2000人以上,上市公司,高新技术产业开发区,云方向业务部门-python开发工程师,1-3年,本科,6k-10k,"带薪年假,公司培训,成长空间大,七险一金"
北京小年糕互联网技术有限公司,小年糕,150-500人,C轮,海淀区,python后端开发工程师面试（转go）,3-5年,本科,20k-40k,"指数型增长,技术气氛好"
广州伊的家网络科技有限公司,伊的家,2000人以上,不需要融资,天河区,Python后端开发工程师【珠江新城】,3-5年,大专,10k-20k,"出国机会,福利待遇好,下午茶,五险一金"
互动峰科技(北京)有限公司,好大夫在线,500-2000人,D轮及以上,朝阳区,Python工程师,不限,本科,18k-35k,"大公司,大平台,机会多,六险一金"
北京思维造物信息科技有限公司,罗辑思维,150-500人,D轮及以上,朝阳区,Python开发工程师,3-5年,本科,25k-50k,"大咖云集,技术氛围好"
成都博锐智晟科技有限公司,博锐智晟,少于15人,未融资,高新区,Python开发工程师,1-3年,大专,12k-20k,"移动互联网,氛围轻松,年轻,有竞争力"
北京罗威亚科技有限公司,罗威亚科技,15-50人,天使轮,大兴区,python攻城狮,1-3年,本科,9k-15k,"平台好,技术新,大牛带,团队棒"
苏州意能通信息技术有限公司,意能通,50-150人,B轮,吴中区,python开发,1-3年,本科,6k-10k,"人工智能,优秀团队,五险一金,周末双休"
南京医渡云医学技术有限公司,医渡云,500-2000人,B轮,浦口区,后端研发python方向,3-5年,本科,15k-25k,一年14薪  七险一金  带薪年假
成都微银合创科技有限公司,微银合创,15-50人,不需要融资,上城区,Python开发工程师,不限,本科,4k-8k,"大牛带队,团队氛围,迅速提升,金融经验"
上海魔芋网络科技有限公司,性能魔方,50-150人,上市公司,黄浦区,python开发工程师,1-3年,本科,15k-25k,"牛人多,技术驱动,发展前景好"
北京世相科技文化有限公司,新世相,150-500人,B轮,朝阳区,大数据开发工程师【Python】,3-5年,本科,15k-25k,"大咖多,氛围好"
北京修齐治平科技有限公司,爱云校,500-2000人,C轮,朝阳区,基础架构师-golang/C++/python,3-5年,本科,20k-40k,"六险一金,午餐补助,提供晚餐,每日下午茶"
北京搜狐新媒体信息技术有限公司,搜狐集团,2000人以上,上市公司,海淀区,狐友Python开发工程师,1-3年,本科,15k-25k,大平台、团队优秀、发展空间大
北京聚微合智信息技术有限公司,聚微,50-150人,不需要融资,海淀区,Python工程师,1-3年,大专,8k-16k,弹性工作制，领导好，有前景，有奖金
上海触乐信息科技有限公司,触宝,150-500人,上市公司,徐汇区,资深python后端开发工程师,3-5年,本科,20k-40k,"15亿用户,超长年假,技术驱动,美股上市"
无锡信成网络科技有限公司,黑牛保,15-50人,A轮,大兴区,python开发工程师,5-10年,本科,15k-20k,"五险一金,周末双休,节日福利,员工旅游"
北京智胜新格科技有限公司,北京智胜新格科技有限公司,50-150人,不需要融资,海淀区,Python开发,1-3年,本科,15k-30k,"六险一金,硅谷式办公,绩效奖金,按摩椅"
上海玖恬网络科技有限公司,玖恬科技,少于15人,不需要融资,浦东新区,Python 程序员,3-5年,不限,10k-20k,前景好
北京奇安信科技有限公司,360企业安全,2000人以上,不需要融资,洪山区,Python开发工程师,不限,本科,8k-15k,技术氛围良好
北京摩尔妈咪网络科技有限公司,摩尔妈妈,15-50人,A轮,朝阳区,python开发实习生,应届毕业生,本科,3k-6k,"提供转正,实习证明,注重成长,免费 午餐"
北京融联世纪信息技术有限公司,融360,500-2000人,D轮及以上,海淀区,python研发架构师,5-10年,本科,30k-45k,"周末双休,节日福利,五险一金,股票期权"
创新奇智（北京）科技有限公司,创新奇智,150-500人,天使轮,海淀区,高级Python开发工程师,3-5年,本科,22k-32k,弹性工作不打卡-私人时间不加班-有钱任性
宁波艾莫投资管理有限公司,IMO,150-500人,不需要融资,朝阳区,python开发工程师,1-3年,本科,20k-40k,团队背景强大；优质项目；五险一金；
北京森特时代科技有限公司,森特时代,少于15人,未融资,东城区,python工程师,1-3年,本科,10k-15k,"初创公司,岗位晋升,福利好,前沿项目"
上海韩创网络科技有限公司,韩创科技,500-2000人,不需要融资,浦东新区,Python兼职,3-5年,本科,2k-3k,"时间自由,无需坐班"
